20101001,2,2,"1,614","$385,000 ",0,1919,C / AVERAGE,31692 LAKE RD,"BAY VILLAGE, OH. 44140",AVERAGE,ATTACHED,N/A,"3,800",9/4/01,"$50,000 ",2/28/91,"$140,000 "
20101002,3,1,"2,736","$599,200 ",0,1892,C+ / AVERAGE+,31686 LAKE RD,"BAY VILLAGE, OH. 44140",AVERAGE,ATTACHED,N/A,"4,655",2/22/19,$0 ,6/8/15,$0 
20101004,3,1,"1,432","$440,000 ",0,1883,C / AVERAGE,31666 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,No,"4,655",5/20/16,"$440,000 ",10/7/82,$0 
20101006,2,2,"2,882","$619,600 ",1,2001,A / VERY-GOOD,31656 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,N/A,"5,035",5/1/02,$0 ,12/15/99,"$250,000 "
20101007,5,3,"2,868","$545,000 ",0,1940,B / GOOD,31632 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,N/A,"7,579",2/9/18,$0 ,3/26/10,$0 
20101009,3,2,"1,768","$415,000 ",1,1915,B / GOOD,31630 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,N/A,"5,700",10/31/14,"$360,000 ",2/1/90,"$97,000 "
20101010,4,2,"2,340","$525,000 ",0,1948,B+ / GOOD+,31616 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,N/A,"5,700",8/31/01,$0 ,12/12/97,"$185,000 "
20101011,3,2,"1,920","$481,100 ",1,1979,B+ / GOOD+,31600 WEST LAKE RD,"BAY VILLAGE, OH. 44140",FAIR,ATTACHED,No,"7,600",1/17/97,$0 ,9/29/87,"$165,000 "
20101013,3,2,"1,840","$414,000 ",1,1979,A+ / EXCELLENT,31582 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,N/A,"7,837",3/7/08,"$295,000 ",8/22/97,"$218,000 "
20101015,3,2,"1,826","$426,000 ",1,1991,C+ / AVERAGE+,31570 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,No,"3,990",9/30/98,"$250,000 ",7/27/87,"$7,000 "
20101016,3,2,"2,030","$570,000 ",1,1997,B+ / GOOD+,31564 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,BASEMENT,N/A,"3,800",9/5/18,"$566,875 ",10/6/05,"$520,000 "
20101017,3,2,"1,992","$520,000 ",1,1995,B+ / GOOD+,31540 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,N/A,"7,600",12/31/19,$0 ,12/4/97,"$287,500 "
20101019,3,2,"2,339","$685,800 ",1,1974,B+ / GOOD+,31528 LAKE RD,"BAY VILLAGE, OH. 44140",VERY-GOOD,ATTACHED,N/A,"8,265",5/31/19,"$350,000 ",5/31/19,$0 
20101021,4,2,"3,636","$897,300 ",1,1990,AA / EXCELLENT+,31516 LAKE RD,"BAY VILLAGE, OH. 44140",VERY-GOOD,ATTACHED,N/A,"11,640",5/3/13,"$690,000 ",3/26/04,$0 
20101022,4,2,"1,296","$239,400 ",1,1967,B / GOOD,31675 LAKE RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,No,"23,520",3/22/16,$0 ,2/4/16,$0 
20101023,4,2,"2,287","$265,000 ",0,1969,B / GOOD,31637 LAKE RD,"BAY VILLAGE, OH. 44140",AVERAGE,ATTACHED,No,"18,673",7/20/90,"$137,500 ",8/1/85,"$102,000 "
20101024,4,2,"1,808","$279,000 ",1,1966,B / GOOD,31631 LAKE RD,"BAY VILLAGE, OH. 44140",AVERAGE,ATTACHED,N/A,"23,450",2/24/11,"$255,000 ",2/16/99,"$215,000 "
20101025,4,1,"1,782","$246,400 ",1,1964,B / GOOD,31617 LAKE RD,"BAY VILLAGE, OH. 44140",AVERAGE,ATTACHED,No,"20,160",1/3/85,$0 ,1/3/85,$0 
20120001,4,1,"1,887","$335,900 ",1,1953,B / GOOD,416 BRADLEY RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,N/A,"18,900",6/24/19,"$400,000 ",3/31/16,"$394,000 "
20120002,6,2,"3,284","$370,100 ",0,1923,C / AVERAGE,444 BRADLEY RD,"BAY VILLAGE, OH. 44140",AVERAGE,DETACHED,N/A,"26,789",6/30/16,"$381,000 ",6/25/10,$0 
20120003,4,2,"1,931","$249,800 ",1,1958,B / GOOD,452 PELLETT DR,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,No,"7,830",10/6/98,$0 ,1/1/75,$0 
20120004,3,1,"2,403","$297,400 ",1,1973,B / GOOD,30806 WOLF RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,No,"12,160",9/14/07,"$250,100 ",5/9/01,"$226,000 "
20120005,3,1,"1,319","$173,600 ",1,1954,B / GOOD,428 BRADLEY RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,No,"18,900",4/17/15,"$164,300 ",9/30/10,"$135,000 "
20120006,3,1,"1,581","$167,200 ",1,1955,B / GOOD,440 BRADLEY RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,No,"18,900",8/30/84,"$84,000 ",8/18/75,$0 
20120007,3,1,"1,555","$200,700 ",1,1954,B / GOOD,422 BRADLEY RD,"BAY VILLAGE, OH. 44140",GOOD,ATTACHED,No,"18,900",7/31/15,"$182,500 ",8/15/83,"$78,000 "
