71201003,3,2,"1,832","$208,000 ",0,2006,B+ / GOOD+,5087 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,"9,648",12/20/17,"$208,000 ",3/7/12,"$205,000 ",,,,,,,,,,,,,,,,,
71201004,4,2,"1,886","$130,000 ",0,1950,C+ / AVERAGE+,851 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"10,800",1/13/10,"$112,000 ",4/23/09,"$55,000 ",,,,,,,,,,,,,,,,,
71201005,4,1,"1,752","$120,500 ",1,1956,C+ / AVERAGE+,855 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"9,900",7/10/13,$0 ,5/22/08,$0 ,,,,,,,,,,,,,,,,,
71201006,3,1,"1,762","$143,000 ",0,1914,D+ / POOR+,859 RICHMOND RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,N/A,"19,800",3/28/03,$0 ,10/1/93,$0 ,,,,,,,,,,,,,,,,,
71201008,3,1,"1,099","$103,200 ",0,1954,C+ / AVERAGE+,871 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"9,900",8/19/10,$0 ,2/12/02,"$100,000 ",,,,,,,,,,,,,,,,,
71201009,3,1,"1,592","$110,300 ",1,1926,C / AVERAGE,879 RICHMOND RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,"10,800",8/24/16,"$119,000 ",3/11/14,$0 ,,,,,,,,,,,,,,,,,
71201010,3,1,"1,932","$132,500 ",1,1949,C+ / AVERAGE+,887 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"10,800",7/11/16,"$124,000 ",4/19/10,"$139,000 ",,,,,,,,,,,,,,,,,
71201011,3,1,"1,502","$104,300 ",0,1928,C+ / AVERAGE+,895 RICHMOND RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,N/A,"9,900",1/31/14,"$94,000 ",7/6/95,"$97,900 ",,,,,,,,,,,,,,,,,
71201012,3,2,"2,472","$147,200 ",1,1999,B+ / GOOD+,899 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,"9,900",1/13/12,"$156,000 ",7/23/07,"$261,000 ",,,,,,,,,,,,,,,,,
71201013,4,3,"2,266","$210,200 ",0,1985,B+ / GOOD+,5091 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,"13,939",11/29/96,"$195,000 ",2/28/91,"$162,500 ",,,,,,,,,,,,,,,,,
71201014,4,2,"1,947","$157,000 ",1,1965,B / GOOD,5107 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"14,250",4/13/17,"$157,000 ",3/31/06,"$220,000 ",,,,,,,,,,,,,,,,,
71201015,4,2,"2,240","$197,700 ",1,1965,B+ / GOOD+,5115 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"13,300",6/15/90,"$137,000 ",3/9/76,"$67,000 ",,,,,,,,,,,,,,,,,
71201016,2,1,"1,624","$102,800 ",0,1920,C+ / AVERAGE+,5140 LYND AVE,"LYNDHURST, OH. 44124",FAIR,DETACHED,No,"8,500",1/4/16,"$108,000 ",7/20/06,"$155,000 ",,,,,,,,,,,,,,,,,
71201017,3,2,"1,057","$108,500 ",0,1963,C+ / AVERAGE+,5148 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",6/20/18,"$133,000 ",7/13/06,"$143,000 ",,,,,,,,,,,,,,,,,
71201018,4,2,"1,494","$122,500 ",0,1953,C+ / AVERAGE+,5144 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,N/A,"8,500",5/26/11,"$109,900 ",6/23/09,$0 ,,,,,,,,,,,,,,,,,
71201020,4,1,"1,504","$123,200 ",0,1920,C+ / AVERAGE+,5136 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,N/A,"8,500",9/22/09,"$116,500 ",3/30/04,"$143,000 ",,,,,,,,,,,,,,,,,
71201021,2,1,954,"$95,200 ",0,1940,C+ / AVERAGE+,5128 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,"11,000",8/1/19,"$132,000 ",3/21/08,"$39,375 ",,,,,,,,,,,,,,,,,
71201022,2,1,"1,088","$109,100 ",0,1950,C+ / AVERAGE+,5124 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"8,500",8/17/06,$0 ,5/24/79,$0 ,,,,,,,,,,,,,,,,,
71201023,3,1,"1,458","$110,000 ",1,1949,C+ / AVERAGE+,5116 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",12/15/17,"$105,900 ",9/30/14,"$72,000 ",,,,,,,,,,,,,,,,,
71201024,3,1,"1,276","$108,100 ",0,1948,C+ / AVERAGE+,5112 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"11,900",7/29/82,"$66,500 ",8/1/79,"$64,000 ",,,,,,,,,,,,,,,,,
71201025,3,1,"1,540","$123,800 ",1,1930,C / AVERAGE,5110 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",7/22/04,$0 ,11/19/86,"$75,500 ",,,,,,,,,,,,,,,,,
71201026,3,1,"1,465","$121,600 ",1,1927,C / AVERAGE,5108 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",12/6/01,"$35,000 ",5/6/02,"$130,000 ",,,,,,,,,,,,,,,,,
71201027,5,1,"1,866","$133,000 ",0,1941,C+ / AVERAGE+,5100 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",11/5/13,$0 ,1/1/75,$0 ,,,,,,,,,,,,,,,,,
71201028,3,1,"1,211","$114,000 ",1,1950,C+ / AVERAGE+,5092 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",5/10/19,"$135,000 ",9/28/10,"$125,000 ",,,,,,,,,,,,,,,,,
71201029,2,1,"1,056","$107,500 ",1,1936,C / AVERAGE,5093 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",4/21/10,"$128,500 ",8/27/99,"$125,000 ",,,,,,,,,,,,,,,,,
71201030,3,1,"1,275","$115,400 ",0,1926,C+ / AVERAGE+,5097 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",1/22/19,"$127,000 ",7/1/09,"$119,900 ",,,,,,,,,,,,,,,,,
71201031,3,2,"1,548","$125,900 ",0,1941,C / AVERAGE,5103 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"7,500",2/19/19,"$155,250 ",5/14/14,"$135,900 ",,,,,,,,,,,,,,,,,
71201032,3,1,"1,144","$110,700 ",0,1948,C+ / AVERAGE+,5107 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",9/19/08,$0 ,10/16/79,"$56,500 ",,,,,,,,,,,,,,,,,
71201033,3,1,"1,368","$118,300 ",0,1946,C+ / AVERAGE+,5111 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",11/12/09,$0 ,5/27/03,$0 ,,,,,,,,,,,,,,,,,
71201034,3,1,"1,892","$133,900 ",0,1925,C+ / AVERAGE+,5119 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",5/15/12,"$130,000 ",6/3/05,"$153,000 ",,,,,,,,,,,,,,,,,
71201035,2,1,870,"$101,000 ",0,1949,C+ / AVERAGE+,5123 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"8,500",9/22/09,$0 ,7/18/84,"$60,300 ",,,,,,,,,,,,,,,,,
71201036,3,1,"1,301","$115,700 ",0,1947,C / AVERAGE,5127 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"8,500",2/11/19,"$103,000 ",5/12/10,$0 ,,,,,,,,,,,,,,,,,
71201037,2,2,805,"$98,100 ",0,1950,C+ / AVERAGE+,5131 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"8,500",2/19/03,"$151,000 ",8/27/93,"$75,000 ",,,,,,,,,,,,,,,,,
71201038,3,1,"1,368","$118,700 ",0,1950,C+ / AVERAGE+,5139 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",9/18/84,"$66,500 ",1/1/75,$0 ,,,,,,,,,,,,,,,,,
71201039,4,1,"1,308","$106,400 ",1,1948,C+ / AVERAGE+,5143 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,"8,500",11/14/17,$0 ,9/10/85,"$80,000 ",,,,,,,,,,,,,,,,,
71201040,3,1,"1,114","$109,400 ",0,1950,C+ / AVERAGE+,5147 LYND AVE,"LYNDHURST, OH. 44124",GOOD,NONE,No,"8,500",6/1/18,"$150,000 ",5/4/05,$0 ,,,,,,,,,,,,,,,,,
71201041,2,1,"1,087","$110,000 ",0,1950,C+ / AVERAGE+,5148 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",6/27/03,"$162,000 ",4/18/97,"$120,000 ",,,,,,,,,,,,,,,,,
71201042,4,1,"1,661","$127,000 ",0,1951,C+ / AVERAGE+,5144 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",6/18/90,"$90,000 ",9/30/86,$0 ,,,,,,,,,,,,,,,,,
71201043,4,2,"1,943","$134,200 ",1,1951,C / AVERAGE,5140 CASE AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"8,500",7/6/15,"$130,000 ",8/13/92,$0 ,,,,,,,,,,,,,,,,,
71201044,3,2,"1,296","$118,000 ",0,1953,C+ / AVERAGE+,5132 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",3/28/07,"$157,710 ",8/26/97,$0 ,,,,,,,,,,,,,,,,,
71201045,2,1,955,"$103,900 ",0,1952,C+ / AVERAGE+,5128 CASE AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,"8,500",12/11/09,$0 ,7/27/90,"$83,900 ",,,,,,,,,,,,,,,,,
71201046,3,2,"1,675","$128,100 ",0,1941,C+ / AVERAGE+,5124 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",7/1/16,"$139,000 ",8/8/13,$0 ,,,,,,,,,,,,,,,,,
71201047,2,1,"1,036","$107,000 ",0,1938,C+ / AVERAGE+,5116 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,N/A,"8,500",8/28/17,"$112,000 ",10/21/05,"$134,500 ",,,,,,,,,,,,,,,,,
71201048,2,1,"1,010","$107,000 ",0,1949,C+ / AVERAGE+,5112 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",5/9/12,"$112,000 ",5/7/04,"$135,000 ",,,,,,,,,,,,,,,,,
71201049,3,1,"1,295","$115,900 ",0,1953,C+ / AVERAGE+,5108 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",10/16/02,"$134,000 ",11/19/97,"$96,000 ",,,,,,,,,,,,,,,,,
71201050,2,1,"1,485","$122,200 ",0,1950,C+ / AVERAGE+,5104 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,500",8/24/93,$0 ,8/29/90,"$63,000 ",,,,,,,,,,,,,,,,,
71201051,2,1,"1,339","$117,200 ",0,1950,C+ / AVERAGE+,5100 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,"8,500",8/17/18,"$119,900 ",4/28/04,"$144,500 ",,,,,,,,,,,,,,,,,
71201052,3,1,"1,472","$121,700 ",2,1941,C+ / AVERAGE+,5092 CASE AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"8,500",11/25/19,"$139,900 ",7/25/13,"$104,500 ",,,,,,,,,,,,,,,,,
71201053,3,1,"1,824","$132,800 ",1,1941,C+ / AVERAGE+,5091 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,800",3/5/85,"$50,000 ",1/1/75,$0 ,,,,,,,,,,,,,,,,,
71201054,3,1,"1,301","$116,400 ",0,1941,C+ / AVERAGE+,5099 CASE AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"8,800",6/2/17,"$133,000 ",5/16/07,"$154,500 ",,,,,,,,,,,,,,,,,
71201055,4,1,"1,485","$122,800 ",0,1950,C+ / AVERAGE+,5103 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,800",7/19/19,"$45,288 ",11/14/94,$0 ,,,,,,,,,,,,,,,,,
71201056,3,1,"1,532","$123,900 ",1,1949,C+ / AVERAGE+,5107 CASE AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"8,800",4/25/00,"$125,000 ",2/24/95,"$110,000 ",,,,,,,,,,,,,,,,,
71201058,2,1,924,"$102,800 ",0,1942,C+ / AVERAGE+,5115 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,850",6/11/18,"$122,000 ",4/14/14,$0 ,,,,,,,,,,,,,,,,,
71201060,3,1,"1,144","$111,400 ",1,1941,C+ / AVERAGE+,5127 CASE AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"8,850",6/23/93,"$101,000 ",7/12/88,"$67,600 ",,,,,,,,,,,,,,,,,
71201062,3,2,"1,434","$121,300 ",0,1955,C+ / AVERAGE+,5139 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,"8,900",12/4/15,$0 ,12/4/15,$0 ,,,,,,,,,,,,,,,,,
71201064,2,1,"1,326","$107,100 ",0,1948,C+ / AVERAGE+,5147 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,"8,900",3/20/13,"$46,700 ",12/10/12,"$33,334 ",,,,,,,,,,,,,,,,,
71201066,4,1,"2,336","$200,300 ",1,1967,B+ / GOOD+,5139 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,"13,510",12/1/15,"$197,000 ",5/25/00,"$190,000 ",,,,,,,,,,,,,,,,,
